n_works,instance,repetition,algorithm,ticks,time,cost,res_length
5,15,9,bottom,10,0.01,196,2
5,15,9,memo,11,0.011,196,2
5,15,10,bottom,9,0.009,196,2
5,15,10,memo,14,0.014,196,2
5,15,11,bottom,17,0.017,196,2
5,15,11,memo,8,0.008,196,2
5,15,12,bottom,10,0.01,196,2
5,15,12,memo,8,0.008,196,2
5,15,13,bottom,9,0.009,196,2
5,15,13,memo,7,0.007,196,2
5,15,14,bottom,10,0.01,196,2
5,15,14,memo,14,0.014,196,2
5,15,15,bottom,9,0.009,196,2
5,15,15,memo,9,0.009,196,2
5,15,16,bottom,9,0.009,196,2
5,15,16,memo,6,0.006,196,2
5,15,17,bottom,10,0.01,196,2
5,15,17,memo,9,0.009,196,2
5,15,18,bottom,10,0.01,196,2
5,15,18,memo,6,0.006,196,2
5,15,19,bottom,9,0.009,196,2
5,15,19,memo,7,0.007,196,2
5,15,20,bottom,16,0.016,196,2
5,15,20,memo,7,0.007,196,2
5,15,21,bottom,11,0.011,196,2
5,15,21,memo,9,0.009,196,2
5,15,22,bottom,8,0.008,196,2
5,15,22,memo,10,0.01,196,2
5,15,23,bottom,11,0.011,196,2
5,15,23,memo,9,0.009,196,2
5,15,24,bottom,11,0.011,196,2
5,15,24,memo,12,0.012,196,2
5,15,25,bottom,9,0.009,196,2
5,15,25,memo,9,0.009,196,2
5,16,1,bottom,16,0.016,138,2
5,16,1,memo,7,0.007,138,2
5,16,2,bottom,15,0.015,138,2
5,16,2,memo,11,0.011,138,2
5,16,3,bottom,9,0.009,138,2
5,16,3,memo,10,0.01,138,2
5,16,4,bottom,12,0.012,138,2
5,16,4,memo,9,0.009,138,2
5,16,5,bottom,10,0.01,138,2
5,16,5,memo,11,0.011,138,2
5,16,6,bottom,11,0.011,138,2
5,16,6,memo,7,0.007,138,2
5,16,7,bottom,8,0.008,138,2
5,16,7,memo,8,0.008,138,2
5,16,8,bottom,11,0.011,138,2
5,16,8,memo,11,0.011,138,2
5,16,9,bottom,12,0.012,138,2
5,16,9,memo,8,0.008,138,2
5,16,10,bottom,11,0.011,138,2
5,16,10,memo,11,0.011,138,2
5,16,11,bottom,9,0.009,138,2
5,16,11,memo,6,0.006,138,2
5,16,12,bottom,12,0.012,138,2
5,16,12,memo,15,0.015,138,2
5,16,13,bottom,10,0.01,138,2
5,16,13,memo,11,0.011,138,2
5,16,14,bottom,9,0.009,138,2
5,16,14,memo,6,0.006,138,2
5,16,15,bottom,10,0.01,138,2
5,16,15,memo,8,0.008,138,2
5,16,16,bottom,9,0.009,138,2
5,16,16,memo,6,0.006,138,2
5,16,17,bottom,10,0.01,138,2
5,16,17,memo,10,0.01,138,2
5,16,18,bottom,10,0.01,138,2
5,16,18,memo,9,0.009,138,2
5,16,19,bottom,7,0.007,138,2
5,16,19,memo,7,0.007,138,2
5,16,20,bottom,12,0.012,138,2
5,16,20,memo,11,0.011,138,2
5,16,21,bottom,12,0.012,138,2
5,16,21,memo,10,0.01,138,2
5,16,22,bottom,11,0.011,138,2
5,16,22,memo,9,0.009,138,2
5,16,23,bottom,16,0.016,138,2
5,16,23,memo,8,0.008,138,2
5,16,24,bottom,11,0.011,138,2
5,16,24,memo,7,0.007,138,2
5,16,25,bottom,11,0.011,138,2
5,16,25,memo,8,0.008,138,2
5,17,1,bottom,7,0.007,115,2
5,17,1,memo,7,0.007,115,2
5,17,2,bottom,11,0.011,115,2
5,17,2,memo,9,0.009,115,2
5,17,3,bottom,10,0.01,115,2
5,17,3,memo,14,0.014,115,2
5,17,4,bottom,10,0.01,115,2
5,17,4,memo,10,0.01,115,2
5,17,5,bottom,17,0.017,115,2
5,17,5,memo,7,0.007,115,2
5,17,6,bottom,11,0.011,115,2
5,17,6,memo,10,0.01,115,2
5,17,7,bottom,11,0.011,115,2
5,17,7,memo,9,0.009,115,2
5,17,8,bottom,7,0.007,115,2
5,17,8,memo,6,0.006,115,2
5,17,9,bottom,10,0.01,115,2
5,17,9,memo,8,0.008,115,2
5,17,10,bottom,10,0.01,115,2
5,17,10,memo,7,0.007,115,2
5,17,11,bottom,8,0.008,115,2
5,17,11,memo,13,0.013,115,2
5,17,12,bottom,9,0.009,115,2
5,17,12,memo,9,0.009,115,2
5,17,13,bottom,15,0.015,115,2
5,17,13,memo,12,0.012,115,2
5,17,14,bottom,8,0.008,115,2
5,17,14,memo,15,0.015,115,2
5,17,15,bottom,9,0.009,115,2
5,17,15,memo,8,0.008,115,2
5,17,16,bottom,14,0.014,115,2
5,17,16,memo,11,0.011,115,2
5,17,17,bottom,9,0.009,115,2
5,17,17,memo,10,0.01,115,2
5,17,18,bottom,7,0.007,115,2
5,17,18,memo,6,0.006,115,2
5,17,19,bottom,11,0.011,115,2
5,17,19,memo,9,0.009,115,2
5,17,20,bottom,12,0.012,115,2
5,17,20,memo,8,0.008,115,2
5,17,21,bottom,15,0.015,115,2
5,17,21,memo,9,0.009,115,2
5,17,22,bottom,10,0.01,115,2
5,17,22,memo,6,0.006,115,2
5,17,23,bottom,11,0.011,115,2
5,17,23,memo,7,0.007,115,2
5,17,24,bottom,9,0.009,115,2
5,17,24,memo,14,0.014,115,2
5,17,25,bottom,14,0.014,115,2
5,17,25,memo,8,0.008,115,2
5,18,1,bottom,14,0.014,194,2
5,18,1,memo,10,0.01,194,2
5,18,2,bottom,8,0.008,194,2
5,18,2,memo,15,0.015,194,2
5,18,3,bottom,13,0.013,194,2
5,18,3,memo,9,0.009,194,2
5,18,4,bottom,14,0.014,194,2
5,18,4,memo,10,0.01,194,2
5,18,5,bottom,13,0.013,194,2
5,18,5,memo,8,0.008,194,2
5,18,6,bottom,6,0.006,194,2
5,18,6,memo,10,0.01,194,2
5,18,7,bottom,14,0.014,194,2
5,18,7,memo,10,0.01,194,2
5,18,8,bottom,11,0.011,194,2
5,18,8,memo,8,0.008,194,2
5,18,9,bottom,9,0.009,194,2
5,18,9,memo,10,0.01,194,2
5,18,10,bottom,16,0.016,194,2
5,18,10,memo,10,0.01,194,2
5,18,11,bottom,8,0.008,194,2
5,18,11,memo,9,0.009,194,2
5,18,12,bottom,11,0.011,194,2
5,18,12,memo,14,0.014,194,2
5,18,13,bottom,8,0.008,194,2
5,18,13,memo,12,0.012,194,2
5,18,14,bottom,9,0.009,194,2
5,18,14,memo,7,0.007,194,2
5,18,15,bottom,9,0.009,194,2
5,18,15,memo,10,0.01,194,2
5,18,16,bottom,10,0.01,194,2
5,18,16,memo,10,0.01,194,2
5,18,17,bottom,12,0.012,194,2
5,18,17,memo,8,0.008,194,2
5,18,18,bottom,15,0.015,194,2
5,18,18,memo,11,0.011,194,2
5,18,19,bottom,12,0.012,194,2
5,18,19,memo,8,0.008,194,2
5,18,20,bottom,13,0.013,194,2
5,18,20,memo,11,0.011,194,2
5,18,21,bottom,14,0.014,194,2
5,18,21,memo,11,0.011,194,2
5,18,22,bottom,10,0.01,194,2
5,18,22,memo,7,0.007,194,2
5,18,23,bottom,7,0.007,194,2
5,18,23,memo,6,0.006,194,2
5,18,24,bottom,14,0.014,194,2
5,18,24,memo,9,0.009,194,2
5,18,25,bottom,13,0.013,194,2
5,18,25,memo,7,0.007,194,2
5,19,1,bottom,12,0.012,115,3
5,19,1,memo,14,0.014,115,3
5,19,2,bottom,10,0.01,115,3
5,19,2,memo,10,0.01,115,3
5,19,3,bottom,11,0.011,115,3
5,19,3,memo,8,0.008,115,3
5,19,4,bottom,13,0.013,115,3
5,19,4,memo,15,0.015,115,3
5,19,5,bottom,10,0.01,115,3
5,19,5,memo,10,0.01,115,3
5,19,6,bottom,9,0.009,115,3
5,19,6,memo,7,0.007,115,3
5,19,7,bottom,10,0.01,115,3
5,19,7,memo,9,0.009,115,3
5,19,8,bottom,9,0.009,115,3
5,19,8,memo,6,0.006,115,3
5,19,9,bottom,9,0.009,115,3
5,19,9,memo,6,0.006,115,3
5,19,10,bottom,10,0.01,115,3
5,19,10,memo,7,0.007,115,3
5,19,11,bottom,10,0.01,115,3
5,19,11,memo,11,0.011,115,3
5,19,12,bottom,8,0.008,115,3
5,19,12,memo,15,0.015,115,3
5,19,13,bottom,15,0.015,115,3
5,19,13,memo,8,0.008,115,3
5,19,14,bottom,13,0.013,115,3
5,19,14,memo,10,0.01,115,3
5,19,15,bottom,8,0.008,115,3
5,19,15,memo,9,0.009,115,3
5,19,16,bottom,13,0.013,115,3
5,19,16,memo,16,0.016,115,3
5,19,17,bottom,11,0.011,115,3
5,19,17,memo,10,0.01,115,3
5,19,18,bottom,10,0.01,115,3
5,19,18,memo,6,0.006,115,3
5,19,19,bottom,7,0.007,115,3
5,19,19,memo,7,0.007,115,3
5,19,20,bottom,12,0.012,115,3
5,19,20,memo,8,0.008,115,3
5,19,21,bottom,11,0.011,115,3
5,19,21,memo,13,0.013,115,3
5,19,22,bottom,8,0.008,115,3
5,19,22,memo,15,0.015,115,3
5,19,23,bottom,17,0.017,115,3
5,19,23,memo,8,0.008,115,3
5,19,24,bottom,13,0.013,115,3
5,19,24,memo,10,0.01,115,3
5,19,25,bottom,9,0.009,115,3
5,19,25,memo,9,0.009,115,3
5,20,1,bottom,11,0.011,149,3
5,20,1,memo,9,0.009,149,3
5,20,2,bottom,13,0.013,149,3
5,20,2,memo,12,0.012,149,3
5,20,3,bottom,8,0.008,149,3
5,20,3,memo,10,0.01,149,3
5,20,4,bottom,13,0.013,149,3
5,20,4,memo,9,0.009,149,3
5,20,5,bottom,15,0.015,149,3
5,20,5,memo,11,0.011,149,3
5,20,6,bottom,11,0.011,149,3
5,20,6,memo,14,0.014,149,3
5,20,7,bottom,11,0.011,149,3
5,20,7,memo,10,0.01,149,3
5,20,8,bottom,8,0.008,149,3
5,20,8,memo,7,0.007,149,3
5,20,9,bottom,10,0.01,149,3
5,20,9,memo,10,0.01,149,3
5,20,10,bottom,7,0.007,149,3
5,20,10,memo,6,0.006,149,3
5,20,11,bottom,10,0.01,149,3
5,20,11,memo,11,0.011,149,3
5,20,12,bottom,17,0.017,149,3
5,20,12,memo,8,0.008,149,3
5,20,13,bottom,15,0.015,149,3
5,20,13,memo,10,0.01,149,3
5,20,14,bottom,8,0.008,149,3
5,20,14,memo,7,0.007,149,3
5,20,15,bottom,13,0.013,149,3
5,20,15,memo,15,0.015,149,3
5,20,16,bottom,10,0.01,149,3
5,20,16,memo,8,0.008,149,3
5,20,17,bottom,14,0.014,149,3
5,20,17,memo,8,0.008,149,3
5,20,18,bottom,10,0.01,149,3
5,20,18,memo,7,0.007,149,3
5,20,19,bottom,9,0.009,149,3
5,20,19,memo,7,0.007,149,3
5,20,20,bottom,9,0.009,149,3
5,20,20,memo,7,0.007,149,3
5,20,21,bottom,9,0.009,149,3
5,20,21,memo,6,0.006,149,3
5,20,22,bottom,10,0.01,149,3
5,20,22,memo,14,0.014,149,3
5,20,23,bottom,9,0.009,149,3
5,20,23,memo,10,0.01,149,3
5,20,24,bottom,15,0.015,149,3
5,20,24,memo,7,0.007,149,3
5,20,25,bottom,10,0.01,149,3
5,20,25,memo,8,0.008,149,3
5,21,1,bottom,8,0.008,117,3
5,21,1,memo,15,0.015,117,3
5,21,2,bottom,9,0.009,117,3
5,21,2,memo,9,0.009,117,3
5,21,3,bottom,14,0.014,117,3
5,21,3,memo,12,0.012,117,3
5,21,4,bottom,8,0.008,117,3
5,21,4,memo,9,0.009,117,3
5,21,5,bottom,13,0.013,117,3
5,21,5,memo,9,0.009,117,3
5,21,6,bottom,8,0.008,117,3
5,21,6,memo,6,0.006,117,3
5,21,7,bottom,17,0.017,117,3
5,21,7,memo,10,0.01,117,3
5,21,8,bottom,11,0.011,117,3
5,21,8,memo,10,0.01,117,3
5,21,9,bottom,9,0.009,117,3
5,21,9,memo,10,0.01,117,3
5,21,10,bottom,13,0.013,117,3
5,21,10,memo,10,0.01,117,3
5,21,11,bottom,8,0.008,117,3
5,21,11,memo,7,0.007,117,3
5,21,12,bottom,12,0.012,117,3
5,21,12,memo,9,0.009,117,3
5,21,13,bottom,14,0.014,117,3
5,21,13,memo,10,0.01,117,3
5,21,14,bottom,10,0.01,117,3
5,21,14,memo,9,0.009,117,3
5,21,15,bottom,9,0.009,117,3
5,21,15,memo,7,0.007,117,3
5,21,16,bottom,9,0.009,117,3
5,21,16,memo,6,0.006,117,3
5,21,17,bottom,11,0.011,117,3
5,21,17,memo,6,0.006,117,3
5,21,18,bottom,9,0.009,117,3
5,21,18,memo,6,0.006,117,3
5,21,19,bottom,16,0.016,117,3
5,21,19,memo,7,0.007,117,3
5,21,20,bottom,10,0.01,117,3
5,21,20,memo,8,0.008,117,3
5,21,21,bottom,11,0.011,117,3
5,21,21,memo,8,0.008,117,3
5,21,22,bottom,7,0.007,117,3
5,21,22,memo,18,0.018,117,3
5,21,23,bottom,11,0.011,117,3
5,21,23,memo,12,0.012,117,3
5,21,24,bottom,8,0.008,117,3
5,21,24,memo,9,0.009,117,3
5,21,25,bottom,11,0.011,117,3
5,21,25,memo,14,0.014,117,3
5,22,1,bottom,10,0.01,248,2
5,22,1,memo,12,0.012,248,2
5,22,2,bottom,8,0.008,248,2
5,22,2,memo,8,0.008,248,2
5,22,3,bottom,10,0.01,248,2
5,22,3,memo,14,0.014,248,2
5,22,4,bottom,10,0.01,248,2
5,22,4,memo,13,0.013,248,2
5,22,5,bottom,16,0.016,248,2
5,22,5,memo,8,0.008,248,2
5,22,6,bottom,14,0.014,248,2
5,22,6,memo,9,0.009,248,2
5,22,7,bottom,8,0.008,248,2
5,22,7,memo,8,0.008,248,2
5,22,8,bottom,12,0.012,248,2
5,22,8,memo,11,0.011,248,2
5,22,9,bottom,8,0.008,248,2
5,22,9,memo,6,0.006,248,2
5,22,10,bottom,11,0.011,248,2
5,22,10,memo,7,0.007,248,2
5,22,11,bottom,10,0.01,248,2
5,22,11,memo,7,0.007,248,2
5,22,12,bottom,9,0.009,248,2
5,22,12,memo,14,0.014,248,2
5,22,13,bottom,10,0.01,248,2
5,22,13,memo,8,0.008,248,2
5,22,14,bottom,15,0.015,248,2
5,22,14,memo,11,0.011,248,2
5,22,15,bottom,9,0.009,248,2
5,22,15,memo,8,0.008,248,2
5,22,16,bottom,12,0.012,248,2
5,22,16,memo,17,0.017,248,2
5,22,17,bottom,9,0.009,248,2
5,22,17,memo,11,0.011,248,2
5,22,18,bottom,8,0.008,248,2
5,22,18,memo,8,0.008,248,2
5,22,19,bottom,11,0.011,248,2
5,22,19,memo,14,0.014,248,2
5,22,20,bottom,11,0.011,248,2
5,22,20,memo,12,0.012,248,2
5,22,21,bottom,8,0.008,248,2
5,22,21,memo,7,0.007,248,2
5,22,22,bottom,12,0.012,248,2
5,22,22,memo,16,0.016,248,2
5,22,23,bottom,10,0.01,248,2
5,22,23,memo,10,0.01,248,2
5,22,24,bottom,10,0.01,248,2
5,22,24,memo,7,0.007,248,2
5,22,25,bottom,11,0.011,248,2
5,22,25,memo,14,0.014,248,2
5,23,1,bottom,11,0.011,253,4
5,23,1,memo,9,0.009,253,4
5,23,2,bottom,10,0.01,253,4
5,23,2,memo,8,0.008,253,4
5,23,3,bottom,11,0.011,253,4
5,23,3,memo,13,0.013,253,4
5,23,4,bottom,9,0.009,253,4
5,23,4,memo,13,0.013,253,4
5,23,5,bottom,16,0.016,253,4
5,23,5,memo,7,0.007,253,4
5,23,6,bottom,14,0.014,253,4
5,23,6,memo,10,0.01,253,4
5,23,7,bottom,8,0.008,253,4
5,23,7,memo,9,0.009,253,4
5,23,8,bottom,11,0.011,253,4
5,23,8,memo,8,0.008,253,4
5,23,9,bottom,14,0.014,253,4
5,23,9,memo,11,0.011,253,4
5,23,10,bottom,10,0.01,253,4
5,23,10,memo,9,0.009,253,4
5,23,11,bottom,16,0.016,253,4
5,23,11,memo,8,0.008,253,4
5,23,12,bottom,13,0.013,253,4
5,23,12,memo,8,0.008,253,4
5,23,13,bottom,8,0.008,253,4
5,23,13,memo,8,0.008,253,4
5,23,14,bottom,12,0.012,253,4
5,23,14,memo,15,0.015,253,4
5,23,15,bottom,10,0.01,253,4
5,23,15,memo,10,0.01,253,4
5,23,16,bottom,15,0.015,253,4
5,23,16,memo,6,0.006,253,4
5,23,17,bottom,10,0.01,253,4
5,23,17,memo,8,0.008,253,4
5,23,18,bottom,9,0.009,253,4
5,23,18,memo,6,0.006,253,4
5,23,19,bottom,10,0.01,253,4
5,23,19,memo,7,0.007,253,4
5,23,20,bottom,15,0.015,253,4
5,23,20,memo,7,0.007,253,4
5,23,21,bottom,14,0.014,253,4
5,23,21,memo,9,0.009,253,4
5,23,22,bottom,9,0.009,253,4
5,23,22,memo,15,0.015,253,4
5,23,23,bottom,10,0.01,253,4
5,23,23,memo,10,0.01,253,4
5,23,24,bottom,10,0.01,253,4
5,23,24,memo,12,0.012,253,4
5,23,25,bottom,11,0.011,253,4
5,23,25,memo,10,0.01,253,4
5,24,1,bottom,7,0.007,99,4
5,24,1,memo,8,0.008,99,4
5,24,2,bottom,11,0.011,99,4
5,24,2,memo,9,0.009,99,4
5,24,3,bottom,12,0.012,99,4
5,24,3,memo,15,0.015,99,4
5,24,4,bottom,9,0.009,99,4
5,24,4,memo,10,0.01,99,4
5,24,5,bottom,8,0.008,99,4
5,24,5,memo,8,0.008,99,4
5,24,6,bottom,11,0.011,99,4
5,24,6,memo,12,0.012,99,4
5,24,7,bottom,9,0.009,99,4
5,24,7,memo,14,0.014,99,4
5,24,8,bottom,7,0.007,99,4
5,24,8,memo,9,0.009,99,4
5,24,9,bottom,14,0.014,99,4
5,24,9,memo,12,0.012,99,4
5,24,10,bottom,11,0.011,99,4
5,24,10,memo,11,0.011,99,4
5,24,11,bottom,7,0.007,99,4
5,24,11,memo,6,0.006,99,4
5,24,12,bottom,10,0.01,99,4
5,24,12,memo,11,0.011,99,4
5,24,13,bottom,6,0.006,99,4
5,24,13,memo,7,0.007,99,4
5,24,14,bottom,11,0.011,99,4
5,24,14,memo,10,0.01,99,4
5,24,15,bottom,17,0.017,99,4
5,24,15,memo,8,0.008,99,4
5,24,16,bottom,14,0.014,99,4
5,24,16,memo,8,0.008,99,4
5,24,17,bottom,9,0.009,99,4
5,24,17,memo,6,0.006,99,4
5,24,18,bottom,11,0.011,99,4
5,24,18,memo,14,0.014,99,4
5,24,19,bottom,9,0.009,99,4
5,24,19,memo,10,0.01,99,4
5,24,20,bottom,15,0.015,99,4
5,24,20,memo,7,0.007,99,4
5,24,21,bottom,10,0.01,99,4
5,24,21,memo,8,0.008,99,4
5,24,22,bottom,12,0.012,99,4
5,24,22,memo,6,0.006,99,4
5,24,23,bottom,11,0.011,99,4
5,24,23,memo,10,0.01,99,4
5,24,24,bottom,13,0.013,99,4
5,24,24,memo,8,0.008,99,4
5,24,25,bottom,7,0.007,99,4
5,24,25,memo,10,0.01,99,4
5,25,1,bottom,14,0.014,169,3
5,25,1,memo,12,0.012,169,3
5,25,2,bottom,8,0.008,169,3
5,25,2,memo,8,0.008,169,3
5,25,3,bottom,15,0.015,169,3
5,25,3,memo,11,0.011,169,3
5,25,4,bottom,20,0.02,169,3
5,25,4,memo,13,0.013,169,3
5,25,5,bottom,9,0.009,169,3
5,25,5,memo,8,0.008,169,3
5,25,6,bottom,10,0.01,169,3
5,25,6,memo,12,0.012,169,3
5,25,7,bottom,10,0.01,169,3
5,25,7,memo,10,0.01,169,3
5,25,8,bottom,10,0.01,169,3
5,25,8,memo,11,0.011,169,3
5,25,9,bottom,10,0.01,169,3
5,25,9,memo,10,0.01,169,3
5,25,10,bottom,10,0.01,169,3
5,25,10,memo,9,0.009,169,3
5,25,11,bottom,11,0.011,169,3
5,25,11,memo,11,0.011,169,3
5,25,12,bottom,11,0.011,169,3
5,25,12,memo,9,0.009,169,3
5,25,13,bottom,10,0.01,169,3
5,25,13,memo,10,0.01,169,3
5,25,14,bottom,9,0.009,169,3
5,25,14,memo,10,0.01,169,3
5,25,15,bottom,11,0.011,169,3
5,25,15,memo,10,0.01,169,3
5,25,16,bottom,10,0.01,169,3
5,25,16,memo,11,0.011,169,3
5,25,17,bottom,10,0.01,169,3
5,25,17,memo,10,0.01,169,3
5,25,18,bottom,11,0.011,169,3
5,25,18,memo,10,0.01,169,3
5,25,19,bottom,10,0.01,169,3
5,25,19,memo,10,0.01,169,3
5,25,20,bottom,10,0.01,169,3
5,25,20,memo,9,0.009,169,3
5,25,21,bottom,10,0.01,169,3
5,25,21,memo,10,0.01,169,3
5,25,22,bottom,9,0.009,169,3
5,25,22,memo,10,0.01,169,3
5,25,23,bottom,10,0.01,169,3
5,25,23,memo,10,0.01,169,3
5,25,24,bottom,10,0.01,169,3
5,25,24,memo,11,0.011,169,3
5,25,25,bottom,10,0.01,169,3
5,25,25,memo,11,0.011,169,3
25,1,1,bottom,39,0.039,603,10
25,1,1,memo,73,0.073,603,10
25,1,2,bottom,45,0.045,603,10
25,1,2,memo,53,0.053,603,10
25,1,3,bottom,47,0.047,603,10
25,1,3,memo,50,0.05,603,10
25,1,4,bottom,45,0.045,603,10
25,1,4,memo,62,0.062,603,10
25,1,5,bottom,61,0.061,603,10
25,1,5,memo,52,0.052,603,10
25,1,6,bottom,40,0.04,603,10
25,1,6,memo,50,0.05,603,10
25,1,7,bottom,49,0.049,603,10
25,1,7,memo,49,0.049,603,10
25,1,8,bottom,48,0.048,603,10
25,1,8,memo,60,0.06,603,10
25,1,9,bottom,51,0.051,603,10
25,1,9,memo,49,0.049,603,10
25,1,10,bottom,47,0.047,603,10
25,1,10,memo,51,0.051,603,10
25,1,11,bottom,46,0.046,603,10
25,1,11,memo,50,0.05,603,10
25,1,12,bottom,47,0.047,603,10
25,1,12,memo,49,0.049,603,10
25,1,13,bottom,47,0.047,603,10
25,1,13,memo,50,0.05,603,10
25,1,14,bottom,47,0.047,603,10
25,1,14,memo,49,0.049,603,10
25,1,15,bottom,47,0.047,603,10
25,1,15,memo,49,0.049,603,10
25,1,16,bottom,47,0.047,603,10
25,1,16,memo,50,0.05,603,10
25,1,17,bottom,47,0.047,603,10
25,1,17,memo,49,0.049,603,10
25,1,18,bottom,46,0.046,603,10
25,1,18,memo,49,0.049,603,10
25,1,19,bottom,48,0.048,603,10
25,1,19,memo,49,0.049,603,10
25,1,20,bottom,46,0.046,603,10
25,1,20,memo,50,0.05,603,10
25,1,21,bottom,46,0.046,603,10
25,1,21,memo,47,0.047,603,10
25,1,22,bottom,35,0.035,603,10
25,1,22,memo,38,0.038,603,10
25,1,23,bottom,49,0.049,603,10
25,1,23,memo,49,0.049,603,10
25,1,24,bottom,46,0.046,603,10
25,1,24,memo,49,0.049,603,10
25,1,25,bottom,48,0.048,603,10
25,1,25,memo,49,0.049,603,10
25,2,1,bottom,48,0.048,931,13
25,2,1,memo,51,0.051,931,13
25,2,2,bottom,49,0.049,931,13
25,2,2,memo,52,0.052,931,13
25,2,3,bottom,45,0.045,931,13
25,2,3,memo,54,0.054,931,13
25,2,4,bottom,54,0.054,931,13
25,2,4,memo,52,0.052,931,13
25,2,5,bottom,46,0.046,931,13
25,2,5,memo,48,0.048,931,13
25,2,6,bottom,46,0.046,931,13
25,2,6,memo,50,0.05,931,13
25,2,7,bottom,47,0.047,931,13
25,2,7,memo,50,0.05,931,13
25,2,8,bottom,41,0.041,931,13
25,2,8,memo,41,0.041,931,13
25,2,9,bottom,42,0.042,931,13
25,2,9,memo,49,0.049,931,13
25,2,10,bottom,47,0.047,931,13
25,2,10,memo,49,0.049,931,13
25,2,11,bottom,48,0.048,931,13
25,2,11,memo,49,0.049,931,13
25,2,12,bottom,47,0.047,931,13
25,2,12,memo,50,0.05,931,13
25,2,13,bottom,46,0.046,931,13
25,2,13,memo,48,0.048,931,13
25,2,14,bottom,49,0.049,931,13
25,2,14,memo,48,0.048,931,13
25,2,15,bottom,53,0.053,931,13
25,2,15,memo,57,0.057,931,13
25,2,16,bottom,42,0.042,931,13
25,2,16,memo,61,0.061,931,13
25,2,17,bottom,54,0.054,931,13
25,2,17,memo,61,0.061,931,13
25,2,18,bottom,54,0.054,931,13
25,2,18,memo,54,0.054,931,13
25,2,19,bottom,67,0.067,931,13
25,2,19,memo,79,0.079,931,13
25,2,20,bottom,65,0.065,931,13
25,2,20,memo,63,0.063,931,13
25,2,21,bottom,54,0.054,931,13
25,2,21,memo,61,0.061,931,13
25,2,22,bottom,44,0.044,931,13
25,2,22,memo,53,0.053,931,13
25,2,23,bottom,64,0.064,931,13
25,2,23,memo,47,0.047,931,13
25,2,24,bottom,50,0.05,931,13
25,2,24,memo,62,0.062,931,13
25,2,25,bottom,79,0.079,931,13
25,2,25,memo,52,0.052,931,13
25,3,1,bottom,54,0.054,607,15
25,3,1,memo,57,0.057,607,15
25,3,2,bottom,46,0.046,607,15
25,3,2,memo,68,0.068,607,15
25,3,3,bottom,53,0.053,607,15
25,3,3,memo,51,0.051,607,15
25,3,4,bottom,57,0.057,607,15
25,3,4,memo,52,0.052,607,15
25,3,5,bottom,42,0.042,607,15
25,3,5,memo,62,0.062,607,15
25,3,6,bottom,59,0.059,607,15
25,3,6,memo,88,0.088,607,15
25,3,7,bottom,48,0.048,607,15
25,3,7,memo,46,0.046,607,15
25,3,8,bottom,48,0.048,607,15
25,3,8,memo,56,0.056,607,15
25,3,9,bottom,49,0.049,607,15
25,3,9,memo,42,0.042,607,15
25,3,10,bottom,51,0.051,607,15
25,3,10,memo,51,0.051,607,15
25,3,11,bottom,45,0.045,607,15
25,3,11,memo,50,0.05,607,15
25,3,12,bottom,45,0.045,607,15
25,3,12,memo,52,0.052,607,15
25,3,13,bottom,48,0.048,607,15
25,3,13,memo,51,0.051,607,15
25,3,14,bottom,46,0.046,607,15
25,3,14,memo,49,0.049,607,15
25,3,15,bottom,51,0.051,607,15
25,3,15,memo,50,0.05,607,15
25,3,16,bottom,46,0.046,607,15
25,3,16,memo,50,0.05,607,15
25,3,17,bottom,48,0.048,607,15
25,3,17,memo,45,0.045,607,15
25,3,18,bottom,49,0.049,607,15
25,3,18,memo,50,0.05,607,15
25,3,19,bottom,64,0.064,607,15
25,3,19,memo,44,0.044,607,15
25,3,20,bottom,45,0.045,607,15
25,3,20,memo,48,0.048,607,15
25,3,21,bottom,46,0.046,607,15
25,3,21,memo,49,0.049,607,15
25,3,22,bottom,45,0.045,607,15
25,3,22,memo,49,0.049,607,15
25,3,23,bottom,47,0.047,607,15
25,3,23,memo,50,0.05,607,15
25,3,24,bottom,45,0.045,607,15
25,3,24,memo,48,0.048,607,15
25,3,25,bottom,46,0.046,607,15
25,3,25,memo,54,0.054,607,15
25,4,1,bottom,45,0.045,686,14
25,4,1,memo,51,0.051,686,14
25,4,2,bottom,46,0.046,686,14
25,4,2,memo,47,0.047,686,14
25,4,3,bottom,47,0.047,686,14
25,4,3,memo,49,0.049,686,14
25,4,4,bottom,44,0.044,686,14
25,4,4,memo,53,0.053,686,14
25,4,5,bottom,42,0.042,686,14
25,4,5,memo,54,0.054,686,14
25,4,6,bottom,45,0.045,686,14
25,4,6,memo,56,0.056,686,14
25,4,7,bottom,49,0.049,686,14
25,4,7,memo,48,0.048,686,14
25,4,8,bottom,43,0.043,686,14
25,4,8,memo,64,0.064,686,14
25,4,9,bottom,56,0.056,686,14
25,4,9,memo,49,0.049,686,14
25,4,10,bottom,48,0.048,686,14
25,4,10,memo,49,0.049,686,14
25,4,11,bottom,42,0.042,686,14
25,4,11,memo,50,0.05,686,14
25,4,12,bottom,50,0.05,686,14
25,4,12,memo,47,0.047,686,14
25,4,13,bottom,52,0.052,686,14
25,4,13,memo,50,0.05,686,14
25,4,14,bottom,45,0.045,686,14
25,4,14,memo,48,0.048,686,14
25,4,15,bottom,48,0.048,686,14
25,4,15,memo,50,0.05,686,14
25,4,16,bottom,47,0.047,686,14
25,4,16,memo,50,0.05,686,14
